name,norad_cat_id,classification,int_designator,epoch_year,epoch_day,first_derivative_mean_motion,second_derivative_mean_motion,bstar_drag,ephemeris_type,element_set_number,inclination,raan,eccentricity,arg_of_perigee,mean_anomaly,mean_motion,rev_number,anomaly_label
STARLINK-4390,53653,U,22105F,25,280.22232833,1.523e-05,0.0,12308000.0,0,999,97.6033,159.9236,0.0001813,86.994,273.1492,15.01263143,17020,0
STARLINK-4420,53654,U,22105G,25,280.19826023,-3.7e-07,0.0,1658100000.0,0,999,97.5997,159.9448,0.0002711,62.7618,297.3882,15.01258605,17020,0
STARLINK-4470,53655,U,22105H,25,280.20196217,4.26e-06,0.0,376760000.0,0,999,97.5996,159.9486,0.0003362,80.3546,279.8058,15.01259464,17020,0
STARLINK-4466,53656,U,22105J,25,280.25938336,-2.804e-05,0.0,-21395000.0,0,999,97.6032,160.0078,0.0002159,90.43,269.7171,15.01239088,17021,0
STARLINK-4469,53657,U,22105K,25,280.26478205,0.00183793,0.0,1847900.0,0,999,97.6539,164.6367,0.0001762,62.0479,298.0958,15.64856401,17049,0
STARLINK-4452,53658,U,22105L,25,280.2433332,6.021e-05,0.0,43025000.0,0,999,97.6001,160.0299,0.0001579,82.1562,277.9844,15.04844133,17021,0
STARLINK-4463,53659,U,22105M,25,280.26330295,2.411e-05,0.0,19214000.0,0,999,97.6004,160.006,0.0003541,74.5059,285.6556,15.01259147,17021,0
STARLINK-4473,53660,U,22105N,25,280.25565392,2.11e-06,0.0,209760000.0,0,999,97.6019,159.9974,0.0001801,78.3415,281.8011,15.01254849,17021,0
STARLINK-4472,53661,U,22105P,25,280.25774787,1.35e-06,0.0,150360000.0,0,999,97.6007,160.0029,0.0002421,88.1053,272.0448,15.0126191,17021,0
STARLINK-4357,53662,U,22105Q,25,280.25076394,1.548e-05,0.0,12331000.0,0,999,97.5992,159.9943,0.0001907,107.6138,252.5295,15.01788192,17021,0
STARLINK-4457,53663,U,22105R,25,280.24089496,-2.065e-05,0.0,-14212000.0,0,999,97.6013,160.0228,0.0001459,85.4261,274.7132,15.04822529,17021,0
STARLINK-4471,53664,U,22105S,25,280.24848677,4.18e-06,0.0,370880000.0,0,999,97.6003,159.9923,0.0001431,87.8534,272.2855,15.01262099,17021,0
STARLINK-4334,53665,U,22105T,25,280.23904534,5.87e-06,0.0,458480000.0,0,999,97.6009,160.0194,0.000136,70.5128,289.6245,15.04834285,17021,0
STARLINK-4406,53667,U,22105V,25,280.22266619,7.94e-06,0.0,592480000.0,0,999,97.6021,160.0395,0.0001651,91.7452,268.3964,15.056491,17021,0
STARLINK-4458,53668,U,22105W,25,280.2463928,-1.041e-05,0.0,-765170000.0,0,999,97.6008,159.9587,9.46e-05,91.2295,268.9037,15.01254663,17021,0
STARLINK-4464,53669,U,22105X,25,280.25195673,8.475e-05,0.0,66421000.0,0,999,97.6006,159.9843,0.0001353,84.9865,275.1514,15.012254,17021,0
STARLINK-4459,53670,U,22105Y,25,280.2292845,2.563e-05,0.0,18569000.0,0,999,97.6026,159.9985,0.0001616,86.6725,273.4686,15.04843567,17021,0
STARLINK-4440,53671,U,22105Z,25,280.24293277,-1.056e-05,0.0,-776560000.0,0,999,97.6007,159.9852,0.0001579,86.6431,273.4974,15.01266826,17021,0
STARLINK-4428,53672,U,22105AA,25,280.22972789,4.46e-06,0.0,392800000.0,0,999,97.6003,159.993,0.0001586,84.0231,276.1174,15.01261438,17021,0
STARLINK-4456,53673,U,22105AB,25,279.66525808,-0.00072203,0.0,-5605100.0,0,999,97.6017,159.4295,0.0002419,76.1176,284.0318,15.01727197,17012,0
STARLINK-4620,53674,U,22105AC,25,280.23713765,4.16e-06,0.0,369580000.0,0,999,97.6013,159.9757,0.0001488,97.9092,262.2301,15.01261056,17021,0
STARLINK-4617,53675,U,22105AD,25,280.21139357,0.00057832,0.0,4018100.0,0,999,97.6049,160.0103,0.0002115,89.1972,270.9497,15.05290944,17021,0
STARLINK-4621,53676,U,22105AE,25,280.23344653,-7.24e-06,0.0,-518720000.0,0,999,97.6045,159.9685,0.0001781,170.5863,189.5395,15.01247429,17021,0
STARLINK-4579,53677,U,22105AF,25,277.50578353,0.00056514,0.0,4319300.0,0,999,97.601,157.3029,0.0001613,100.2844,259.8563,15.0169975,16980,0
STARLINK-4632,53679,U,22105AH,25,280.13683143,2.587e-05,0.0,18347000.0,0,999,97.6021,159.9533,0.0002594,83.4982,276.654,15.05635111,17020,0
STARLINK-4630,53680,U,22105AJ,25,280.22725079,0.0006952,0.0,5285000.0,0,999,97.6035,159.9723,0.0002199,95.1921,264.9555,15.0182506,17021,0
STARLINK-4424,53681,U,22105AK,25,280.2260314,1.19e-06,0.0,138220000.0,0,999,97.604,159.9839,0.0002348,74.5146,285.6338,15.01253613,17021,0
STARLINK-4438,53682,U,22105AL,25,280.21677246,3.634e-05,0.0,28731000.0,0,999,97.6021,159.9812,0.0002674,89.6685,270.4846,15.01260014,17021,0
STARLINK-4625,53683,U,22105AM,25,280.23182806,-1.93e-06,0.0,-104780000.0,0,999,97.6026,159.9649,0.0001025,95.3767,264.7575,15.0125786,17021,0
STARLINK-4624,53684,U,22105AN,25,280.2482333,1.63e-06,0.0,172110000.0,0,999,97.6004,160.0528,4.89e-05,101.798,258.33,15.01262462,17019,0
STARLINK-4626,53685,U,22105AP,25,280.22442014,1.208e-05,0.0,985510000.0,0,999,97.6028,159.9757,0.0002124,80.2041,279.9423,15.01264821,17021,0
STARLINK-4467,53686,U,22105AQ,25,280.26304663,-3.06e-06,0.0,-192490000.0,0,999,97.599,160.0663,0.00038,73.6332,286.531,15.01250761,17022,0
STARLINK-4569,53687,U,22105AR,25,280.22417181,4.23e-06,0.0,374760000.0,0,999,97.6047,159.969,0.0001148,119.3874,240.7465,15.01271964,17021,0
STARLINK-4571,53688,U,22105AS,25,280.21863207,7.105e-05,0.0,55731000.0,0,999,97.6039,159.9666,0.0002287,90.3447,269.804,15.01249908,17021,0
STARLINK-4570,53690,U,22105AU,25,280.2408398,5.24e-06,0.0,453580000.0,0,999,97.6005,159.9236,0.0001229,164.5159,195.6103,15.01263662,17021,0
STARLINK-4560,53691,U,22105AV,25,280.21939,0.00101416,0.0,7612500.0,0,999,97.6037,159.9614,0.0002903,76.0331,284.1217,15.02125298,17021,0
STARLINK-4572,53692,U,22105AW,25,280.23336295,0.00035379,0.0,2109000.0,0,999,97.6346,161.411,0.0004548,60.1251,300.043,15.11069702,17030,0
STARLINK-4566,53693,U,22105AX,25,280.24759123,-1.2e-07,0.0,3383900000.0,0,999,97.6013,160.0681,0.0001756,83.7005,276.4421,15.05651558,17022,0
YAOGAN-33 02,53698,U,22106A,25,280.28272318,3.02e-06,0.0,739310000.0,0,999,98.1858,286.9356,0.0001861,263.3493,96.7495,14.59047711,16485,0
STARLINK-4725,53700,U,22107A,25,280.10897372,1.09e-06,0.0,249670000.0,0,999,53.2171,213.1977,0.0001421,87.4198,272.6957,15.08847317,17167,0
STARLINK-4711,53701,U,22107B,25,280.10528764,-7.9e-06,0.0,-315210000.0,0,999,53.2167,213.1766,0.0001447,89.1013,271.0145,15.089736976257603,17167,1
STARLINK-4724,53702,U,22107C,25,280.1968693,6.8e-07,0.0,1361628974.7323914,0,999,53.2164,198.0775,0.000131,87.5189,272.5953,15.08840379,17192,1
STARLINK-4731,53703,U,22107D,25,280.12004187,-2.68e-06,0.0,1265300000.0,0,999,53.219,213.2706,9.8e-05,112.5604,247.5492,15.08841466,17167,0
STARLINK-4714,53704,U,22107E,25,280.10169581,5.71e-06,0.0,539830000.0,0,999,53.2166,213.8597,0.0001432,89.5964,270.5192,15.08837687,17150,0
STARLINK-4717,53705,U,22107F,25,280.09801136,3.093e-05,0.0,21234000.0,0,999,53.2166,213.8369,0.0001573,90.09,270.0272,15.08844476,17166,0
STARLINK-4716,53706,U,22107G,25,280.21575328,7.1e-06,0.0,627110000.0,0,999,53.216,213.1525,0.0001487,93.9006,266.2157,15.08840137,17168,0
STARLINK-4667,53707,U,22107H,25,280.07544789,1.329e-05,0.0,10159000.0,0,999,53.2169,198.7338,0.0001288,82.892,277.2219,15.08838303,17187,0
STARLINK-4694,53708,U,22107J,25,280.19318641,-2.5e-07,0.0,165130000.0,0,999,53.2168,198.0588,0.0001452,89.8939,270.222,15.08840595,17189,0
STARLINK-4685,53709,U,22107K,25,280.24653654,-1.132e-05,0.0,-530780000.0,0,999,53.2174,217.6462,9.99e-05,79.2038,280.9067,15.0883024,17131,0
STARLINK-4627,53711,U,22107M,25,280.12510384,1.063e-05,0.0,848960000.0,0,999,53.2172,218.3016,0.0001301,92.03,268.0841,15.08834008,17129,0
STARLINK-4683,53712,U,22107N,25,280.09931013,-1.098e-05,0.0,-508660000.0,0,999,53.2171,218.1588,0.0001423,101.1671,258.9481,15.08847763,17131,0
STARLINK-4686,53715,U,22107R,25,280.25159337,1.775e-05,0.0,12960000.0,0,999,53.2166,222.6478,0.0001589,94.5887,265.5286,15.08839237,17125,0
STARLINK-4699,53716,U,22107S,25,280.24790158,8.18e-06,0.0,694850000.0,0,999,53.2162,222.624,0.0001491,84.5135,275.6027,15.08841998,17124,0
STARLINK-4695,53718,U,22107U,25,280.17165244,1.249e-05,0.0,965530000.0,0,999,53.2166,223.5541,0.0001367,88.8766,271.2383,15.08842698,17122,0
STARLINK-4644,53719,U,22107V,25,280.17337531,1.835e-05,0.0,13335000.0,0,999,53.2165,192.9063,0.0001391,98.7574,261.3575,15.08850078,17166,0
STARLINK-4642,53720,U,22107W,25,280.12279341,-2.62e-06,0.0,1647500000.0,0,999,53.2163,223.2632,0.0001443,105.914,254.2011,15.08838118,17123,0
STARLINK-4707,53721,U,22107X,25,280.13015859,2.573e-05,0.0,17970000.0,0,999,53.216,223.3116,0.0001342,90.4867,269.6279,15.08838752,17123,0
STARLINK-4700,53722,U,22107Y,25,280.27001168,2.11e-06,0.0,313310000.0,0,999,53.2171,222.7583,0.0001433,96.0798,264.0357,15.08839417,17124,0
STARLINK-4705,53723,U,22107Z,25,280.24421921,1.81e-06,0.0,294920000.0,0,999,53.2167,222.6087,0.0001479,92.3033,267.8129,15.08842925,17139,0
STARLINK-4663,53724,U,22107AA,25,280.25895294,-2.7e-07,0.0,164030000.0,0,999,53.2159,222.6928,0.0001457,86.8397,273.2762,15.0884268,17125,0
STARLINK-4697,53726,U,22107AC,25,280.26632595,8.52e-06,0.0,715810000.0,0,999,53.2168,222.7368,0.0001296,85.1237,274.9903,15.08840865,17125,0
STARLINK-4701,53727,U,22107AD,25,280.21114888,-3.027e-05,0.0,-17220000.0,0,999,53.2166,223.1053,0.0001484,94.1785,265.9377,15.08839943,17138,0
STARLINK-4640,53728,U,22107AE,25,280.14122382,2.607e-05,0.0,18187000.0,0,999,53.2173,223.3825,0.0001182,89.2277,270.885,15.08829107,17137,0
STARLINK-4651,53729,U,22107AF,25,280.15595201,6.19e-06,0.0,570030000.0,0,999,53.218,223.4751,0.0001492,95.557,264.5593,15.08846467,17140,0
STARLINK-4641,53730,U,22107AG,25,280.21482859,3.667e-05,0.0,24840000.0,0,999,53.2169,223.1285,0.0001296,95.3085,264.8055,15.08835399,17138,0
STARLINK-4636,53731,U,22107AH,25,280.15965033,1.4e-06,0.0,268980000.0,0,999,53.2165,223.4971,0.0001388,99.3642,260.7507,15.08826915,17140,0
STARLINK-4661,53732,U,22107AJ,25,280.21946771,1.866e-05,0.0,13523000.0,0,999,53.2182,223.1597,0.0001571,97.5246,262.5924,15.08852243,17138,0
STARLINK-4574,53733,U,22107AK,25,280.16701248,3.27e-06,0.0,386280000.0,0,999,53.2171,223.5433,0.0001586,86.3819,273.7354,15.08841713,17140,0
STARLINK-4616,53734,U,22107AL,25,280.15227002,1.043e-05,0.0,836060000.0,0,999,53.2185,223.4525,0.0001552,97.3235,262.7934,15.0884185,17140,0
STARLINK-4618,53735,U,22107AM,25,280.26171921,2.203e-05,0.0,15646000.0,0,999,53.2171,232.6995,0.0001395,83.935,276.1801,15.08839395,17128,0
STARLINK-4652,53736,U,22107AN,25,280.16332899,1.226e-05,0.0,951160000.0,0,999,53.2161,223.5185,0.0001352,93.4051,266.7096,15.0884163,17140,0
STARLINK-4646,53737,U,22107AP,25,280.31309268,0.00072848,0.0,1468200.0,0,999,53.2006,208.308,0.0005118,109.2211,250.9352,15.4591739,17178,0
STARLINK-4662,53738,U,22107AQ,25,280.25803734,1.724e-05,0.0,12638000.0,0,999,53.2169,232.6771,0.0001538,91.7864,268.3304,15.088416,17128,0
STARLINK-4607,53740,U,22107AS,25,280.13661008,1.652e-05,0.0,12184000.0,0,999,53.2159,233.3387,0.0001454,90.0733,270.0426,15.08843132,17141,0
STARLINK-4637,53742,U,22107AU,25,280.2727711,6.47e-06,0.0,587310000.0,0,999,53.2156,232.7669,0.0001394,90.5203,269.5949,15.08844468,17143,0
STARLINK-4645,53743,U,22107AV,25,280.1550283,1.54e-06,0.0,277370000.0,0,999,53.217,233.4537,0.0001498,91.4112,268.7052,15.08849711,17141,0
STARLINK-4670,53744,U,22107AW,25,280.17706101,6.2e-06,0.0,570410000.0,0,999,53.218,232.892,0.0001465,98.5062,261.6096,15.08834824,17142,0
STARLINK-4656,53745,U,22107AX,25,280.29119802,-1.9e-06,0.0,6133100000.0,0,999,53.2143,232.8802,0.0001561,94.6343,265.4828,15.08839872,17143,0
STARLINK-4589,53746,U,22107AY,25,280.28382954,8.7e-07,0.0,235870000.0,0,999,53.2166,232.8343,0.0001545,92.8249,267.292,15.08838694,17143,0
STARLINK-4612,53750,U,22107BC,25,280.29856539,-1.949e-05,0.0,-10440000.0,0,999,53.2172,232.9267,0.0001305,91.8235,268.2907,15.08846855,17144,0
SHERPA-LTC2,53754,U,22107BG,25,280.19232096,3.943e-05,0.0,21569000.0,0,999,53.2366,208.6953,0.0406573,240.1534,115.8451,14.66298651,16538,0
CENTISPACE-1 S3,53757,U,22108A,25,280.30057663,1.123e-05,0.0,26647000.0,0,999,53.5335,20.6497,0.001035,39.7694,320.4038,14.60797826,16456,0
CENTISPACE-1 S4,53758,U,22108B,25,280.32672767,1.568e-05,0.0,35258000.0,0,999,53.5309,19.1842,0.0009512,28.0665,332.0821,14.61375667,16458,0
YAOGAN-35 05A,53760,U,22109A,25,279.63744644,4.1e-06,0.0,184800000.0,0,999,35.0048,133.3286,0.0006935,185.5161,174.5478,15.23146469,17193,0
YAOGAN-35 05B,53761,U,22109B,25,280.25645975,0.00012694,0.0,44210000.0,0,999,34.9801,126.3614,0.0006672,358.7453,1.3246,15.2883031,17201,0
YAOGAN-35 05C,53763,U,22109D,25,280.31196778,9.815e-05,0.0,46489000.0,0,999,34.991,143.2546,0.0002003,170.4344,189.6408,15.18578871,17184,0
EUTELSAT KONNECT VHTS,53765,U,22110A,25,279.28104914,1.9e-07,0.0,0.0,0,999,0.0566,100.7885,0.0002698,77.2258,301.0493,1.00268896,428,0
STARLINK-4718,53773,U,22111A,25,280.18997721,2.917e-05,0.0,20125000.0,0,999,53.2166,253.1276,0.000132,90.5092,269.6051,15.08840912,17067,0
STARLINK-4719,53774,U,22111B,25,280.25254332,6.61e-06,0.0,595940000.0,0,999,53.2164,252.8074,0.0001472,91.77,268.3461,15.08842283,17054,0
STARLINK-4722,53775,U,22111C,25,280.28293248,7.91e-06,0.0,677780000.0,0,999,53.2164,243.0257,0.0001495,95.2037,264.9126,15.08845209,17053,0
STARLINK-4664,53777,U,22111E,25,280.27556484,-7.15e-06,0.0,-268410000.0,0,999,53.2165,242.9823,0.000129,89.6407,270.4733,15.08845587,17053,0
STARLINK-4709,53778,U,22111F,25,280.30264876,7.67e-06,0.0,662850000.0,0,999,53.2171,247.4279,0.000141,85.4957,274.6197,15.08842418,17047,0
STARLINK-4706,53779,U,22111G,25,280.20564131,-8.87e-06,0.0,-376380000.0,0,999,53.2167,243.2558,0.0001342,91.2822,268.8324,15.08839453,17052,0
STARLINK-4678,53780,U,22111H,25,280.21300866,5.3e-06,0.0,513980000.0,0,999,53.217,243.3008,0.0001409,93.9487,266.1667,15.08840709,17052,0
STARLINK-4462,53781,U,22111J,25,280.19457903,-2.88e-06,0.0,-243850000000.0,0,999,53.2165,243.1886,0.0001389,83.5872,276.5278,15.08851442,17052,0
STARLINK-4679,53782,U,22111K,25,280.20195652,2.8e-07,0.0,198380000.0,0,999,53.2158,243.2332,0.0001394,89.2216,270.8936,15.090497579477864,17052,1
STARLINK-4536,53783,U,22111L,25,280.18721384,6.72e-06,0.0,603060000.0,0,999,53.2164,243.1419,0.0001408,90.6534,269.462,15.08838287,17052,0
STARLINK-4687,53784,U,22111M,25,280.19826441,1.86e-05,0.0,13492000.0,0,999,53.2163,243.211,0.000124,93.0433,267.0702,15.08836586,17052,0
STARLINK-4743,53787,U,22111Q,25,280.31232032,9.74e-06,0.0,792840000.0,0,999,53.2167,242.4969,0.0001553,92.8524,267.2646,15.08842914,17054,0
STARLINK-4666,53789,U,22111S,25,280.16878995,-1.819e-05,0.0,-962670000.0,0,999,53.2153,243.0218,0.0001524,94.2804,265.8363,15.08832365,17051,0
STARLINK-4734,53790,U,22111T,25,280.18352687,2.33e-06,0.0,327290000.0,0,999,53.2171,243.1186,0.0001441,90.2757,269.84,15.08839074,17052,0
STARLINK-4739,53792,U,22111V,25,280.29493751,4.01e-06,0.0,432790000.0,0,999,53.2164,243.0847,0.0001384,86.0631,274.0519,15.08845692,17052,0
STARLINK-4728,53793,U,22111W,25,280.30863665,-8.28e-06,0.0,-339050000.0,0,999,53.2169,242.4723,0.0001509,93.0542,267.0623,15.08847373,17053,0
STARLINK-4730,53794,U,22111X,25,280.11455631,1.058e-05,0.0,845350000.0,0,999,53.2167,243.3934,0.0001451,86.4077,273.7081,15.08843371,17050,0
STARLINK-4742,53795,U,22111Y,25,280.29758592,2.809e-05,0.0,19445000.0,0,999,53.2164,242.4049,0.0001411,71.5142,288.6003,15.0884649,17053,0
STARLINK-4723,53797,U,22111AA,25,280.28652711,-3.36e-06,0.0,-3004600000.0,0,999,53.2176,242.3396,0.000183,77.6854,282.4343,15.08853455,17052,0
STARLINK-4712,53798,U,22111AB,25,280.22397493,5.36e-06,0.0,517370000.0,0,999,53.2164,242.6562,0.0001408,88.8773,271.2381,15.08839112,17051,0
STARLINK-4710,53799,U,22111AC,25,280.26639723,-9.31e-06,0.0,-404390000.0,0,999,53.2171,232.9329,0.0001312,83.8997,276.2145,15.08813248,17065,0
STARLINK-4720,53800,U,22111AD,25,280.25438986,2.072e-05,0.0,14821000.0,0,999,53.2171,232.8636,0.0001423,109.6315,250.4831,15.08839511,17065,0
STARLINK-4715,53801,U,22111AE,25,280.30219315,1.1e-06,0.0,250100000.0,0,999,53.2174,232.4559,0.0001404,96.1386,263.9766,15.08836888,17066,0
STARLINK-4726,53802,U,22111AF,25,280.24700214,6.01e-06,0.0,558810000.0,0,999,53.2161,232.8196,0.0001855,124.4276,235.6892,15.0884679,17065,0
STARLINK-4727,53803,U,22111AG,25,280.26127769,-1.066e-05,0.0,-488420000.0,0,999,53.2166,217.9327,0.0001409,99.8682,260.2469,15.08861898,17086,0
STARLINK-4729,53804,U,22111AH,25,280.2392115,1.737e-05,0.0,12717000.0,0,999,53.2179,227.7723,0.000121,98.4014,261.7115,15.08839486,17072,0
STARLINK-4763,53805,U,22111AJ,25,280.20337555,1.9e-06,0.0,299950000.0,0,999,53.2171,218.277,0.0001352,89.6622,270.4525,15.08851807,17085,0
STARLINK-4768,53806,U,22111AK,25,280.24286323,3.01e-06,0.0,370100000.0,0,999,53.2162,217.8136,0.0001483,88.6678,271.4485,15.08839492,17086,0
BLUEWALKER-3,53807,U,22111AL,25,279.90949806,6.297e-05,0.0,19611000.0,0,999,53.229,140.0517,0.0009179,110.7608,249.438,15.34590458,17126,0
ZHONGXING-1E,53813,U,22112A,25,280.15303649,-1.47e-06,0.0,0.0,0,999,0.0511,54.4874,0.0004053,205.6083,252.4913,1.00270904,1131,0
STRIX-1,53815,U,22113A,25,280.2587147,0.00019801,0.0,73442000.0,0,999,97.4906,334.4808,0.000622,69.936,290.2548,15.27623501,16867,0
STARLINK-4738,53819,U,22114B,25,280.28012936,4.13e-06,0.0,440370000.0,0,999,53.61287849839537,272.6778,0.0001325,93.1391,266.9753,15.08835409,16967,1
STARLINK-4758,53820,U,22114C,25,280.24705214,-1.044e-05,0.0,-475020000.0,0,999,53.2164,273.1737,0.0001461,92.0393,268.0767,15.08829126,16966,0
STARLINK-4748,53823,U,22114F,25,280.28613036,1.178e-05,0.0,921190000.0,0,999,53.2172,227.765,0.0001581,98.2313,261.8859,15.08828942,17030,0
STARLINK-4757,53824,U,22114G,25,280.23591502,1.692e-05,0.0,12432000.0,0,999,53.2168,272.4082,0.00026760924454380245,88.1702,271.9443,15.08845756,16958,1
STARLINK-4751,53825,U,22114H,25,280.23967894,8.54e-06,0.0,717170000.0,0,999,53.217,273.1258,0.0001433,87.698,272.4177,15.08842309,16966,0
STARLINK-4756,53826,U,22114J,25,280.28749822,3.91e-06,0.0,426580000.0,0,999,53.2176,272.7171,0.0001439,93.7299,266.3858,15.08837035,16967,0
STARLINK-4764,53827,U,22114K,25,280.2985503,1.535e-05,0.0,11453000.0,0,999,53.2166,272.7868,0.0001364,99.7046,260.4101,15.08842956,16967,0
STARLINK-4760,53828,U,22114L,25,280.28382198,5.144e-05,0.0,34115000.0,0,999,53.2147,272.6929,0.0001195,86.2307,273.8821,15.08829154,16967,0
STARLINK-4759,53829,U,22114M,25,280.29488035,-1.257e-05,0.0,-609370000.0,0,999,53.2171,272.762,0.0001385,95.5704,264.5446,15.08826018,16967,0
STARLINK-4761,53830,U,22114N,25,280.27643696,6.69e-06,0.0,601310000.0,0,999,53.2158,272.649,0.000134,92.4905,267.6241,15.08840085,16967,0
STARLINK-4649,53831,U,22114P,25,280.2911762,-7e-08,0.0,176270000.0,0,999,53.2165,272.7389,0.0001482,72.5248,287.5906,15.089283787897937,16967,1
STARLINK-4747,53832,U,22114Q,25,280.26906939,6.69e-06,0.0,601140000.0,0,999,53.2162,272.6034,0.0001478,88.566,271.5502,15.08839975,16967,0
STARLINK-4771,53833,U,22114R,25,280.28109429,-1.051e-05,0.0,-479540000.0,0,999,53.2165,272.678,0.0001507,93.1197,266.9968,15.08828682,16967,0
STARLINK-4737,53834,U,22114S,25,280.2617,7.9e-06,0.0,676970000.0,0,999,53.2166,272.5562,0.0001374,90.3709,269.7441,15.08838573,16967,0
STARLINK-4783,53835,U,22114T,25,280.27275325,3.14e-06,0.0,377990000.0,0,999,53.2162,272.6253,0.0001221,92.5544,267.5588,15.08841024,16967,0
STARLINK-4778,53836,U,22114U,25,280.24428334,1.112e-05,0.0,879710000.0,0,999,53.2168,263.1692,0.0001317,89.3409,270.7734,15.08836064,16980,0
STARLINK-4776,53837,U,22114V,25,280.2653848,-1.25e-06,0.0,102440000.0,0,999,53.2164,272.5799,0.0001611,90.0517,270.066,15.0884026,16967,0
STARLINK-4773,53838,U,22114W,25,280.24060205,-3.68e-06,0.0,-4996600000.0,0,999,53.217,263.1509,0.0001509,89.3613,270.7552,15.08843799,16980,0
STARLINK-4784,53839,U,22114X,25,280.24797336,-3.42e-06,0.0,-3379500000.0,0,999,53.2159,263.1965,0.0001357,91.0443,269.0705,15.08836366,16980,0
STARLINK-4766,53840,U,22114Y,25,280.23049909,-1.547e-05,0.0,-6257947399.901927,0,999,53.2171,263.0844,0.0001603,82.8468,277.2707,15.08857922,16980,1
STARLINK-4750,53841,U,22114Z,25,280.23691708,-4.8e-07,0.0,150960000.0,0,999,53.2164,263.1274,0.000128,98.462,261.6518,15.08842282,16980,0
STARLINK-4754,53842,U,22114AA,25,280.22217317,8.49e-06,0.0,713930000.0,0,999,53.2169,263.0336,0.000134,85.2769,274.8376,15.08844558,16980,0
STARLINK-4769,53843,U,22114AB,25,280.2332293,3.2e-06,0.0,381780000.0,0,999,53.2165,263.1048,0.0001471,89.7153,270.4008,15.08839859,16980,0
STARLINK-4745,53844,U,22114AC,25,280.21480804,9.98e-06,0.0,807870000.0,0,999,53.2165,262.9903,0.000173,83.0918,277.0271,15.08844233,16980,0
STARLINK-4753,53845,U,22114AD,25,280.22586432,-7.3e-07,0.0,134930000.0,0,999,53.2167,263.0768,0.0001367,92.7263,267.3886,15.08841487,16980,0
STARLINK-4746,53846,U,22114AE,25,280.27368071,4.81e-06,0.0,483170000.0,0,999,53.2165,262.6468,0.0001407,88.7915,271.3239,15.08839694,16981,0
STARLINK-4777,53847,U,22114AF,25,280.21849544,-9.01e-06,0.0,-384930000.0,0,999,53.2166,263.0102,0.0001623,101.6537,258.4637,15.08843895,16980,0
STARLINK-4780,53848,U,22114AG,25,280.26631109,3.28e-05,0.0,22404000.0,0,999,53.2153,262.602,0.0001298,94.7274,265.3867,15.08840557,16981,0
STARLINK-4770,53849,U,22114AH,25,280.27736606,7.32e-06,0.0,640500000.0,0,999,53.2167,262.6676,0.0001439,87.1789,272.9368,15.08839701,16981,0
STARLINK-4767,53850,U,22114AJ,25,280.2552669,2.036e-05,0.0,14600000.0,0,999,53.2164,262.533,0.0001238,87.0441,273.0693,15.08827556,16981,0
STARLINK-4755,53851,U,22114AK,25,280.26999956,-3.005e-05,0.0,-17076000.0,0,999,53.2176,262.6233,0.0001468,99.541,260.5749,15.08840984,16981,0
STARLINK-4797,53852,U,22114AL,25,280.21711003,8.65e-06,0.0,724380000.0,0,999,53.2168,258.0166,0.0001494,89.7365,270.3799,15.08840552,16987,0
STARLINK-4794,53853,U,22114AM,25,280.26262903,-1.72e-06,0.0,7285300000.0,0,999,53.2177,262.5801,0.0001676,87.0249,273.0935,15.08847824,16981,0
STARLINK-4800,53854,U,22114AN,25,280.31145102,1.956e-05,0.0,14096000.0,0,999,53.2172,252.8965,0.0001407,92.1171,267.9983,15.08843009,16995,0
STARLINK-4703,53855,U,22114AP,25,280.26727027,1.004e-05,0.0,811650000.0,0,999,53.2175,262.6069,0.0001605,94.5702,265.5473,15.090787788061094,16981,1
STARLINK-4795,53856,U,22114AQ,25,280.29615519,7.445e-05,0.0,48231000.0,0,999,53.2156,252.8011,0.0001526,59.7027,300.4116,15.0907588,16995,0
STARLINK-4809,53857,U,22114AR,25,280.25157403,-4.55e-06,0.0,-105100000.0,0,999,53.2177,262.5121,0.0001558,97.2373,262.8797,15.08830757,16981,0
STARLINK-4798,53858,U,22114AS,25,280.30776699,8.93e-06,0.0,741850000.0,0,999,53.2159,252.8755,0.0001369,87.2603,272.8546,15.08841135,16995,0
STARLINK-4790,53859,U,22114AT,25,280.25756294,3.67e-05,0.0,24854000.0,0,999,53.2156,257.5594,0.0001686,102.9252,257.1929,15.08844907,16988,0
STARLINK-4799,53860,U,22114AU,25,280.23416604,1.185e-05,0.0,925840000.0,0,999,53.2166,253.1268,0.0001514,90.6588,269.4578,15.0881213,16970,0
