name,norad_cat_id,classification,int_designator,epoch_year,epoch_day,first_derivative_mean_motion,second_derivative_mean_motion,bstar_drag,ephemeris_type,element_set_number,inclination,raan,eccentricity,arg_of_perigee,mean_anomaly,mean_motion,rev_number,anomaly_label
STARLINK-4498,53434,U,22097AY,25,280.11818923,5.25e-06,0.0,510720000.0,0,999,53.2174,73.2522,0.0001568,91.9874,268.1298,15.08842143,17561,0
STARLINK-4542,53435,U,22097AZ,25,280.12555049,-3.297e-05,0.0,-18909000.0,0,999,53.2154,73.2979,3.63e-05,73.8639,286.2393,15.08854527,17558,0
STARLINK-4527,53436,U,22097BA,25,279.84951069,3.709e-05,0.0,208981602.46486807,0,999,53.2189,74.4199,2.64e-05,268.7105,91.3857,15.08872763,17556,1
STARLINK-4526,53438,U,22097BC,25,279.84585713,-8.7e-07,0.0,126410000.0,0,999,53.2171,74.3966,0.0001303,83.0376,277.0764,15.08838524,17557,0
STARLINK-4519,53439,U,22097BD,25,280.12282787,4.43e-06,0.0,459000000.0,0,999,53.2169,73.2769,0.0001297,93.277,266.8371,15.08842034,17561,0
DONGPO 07,53444,U,22098A,25,280.31664819,0.00038162,0.0,88773000.0,0,999,97.5403,32.1992,0.0006075,205.153,154.9422,15.42198153,17544,0
JILIN-1 GAOFEN 03D09,53445,U,22098B,25,280.33092918,0.00035884,0.0,87329000.0,0,999,97.5433,32.0069,0.0004437,205.8715,154.231,15.40856663,17539,0
2022-098C,53446,U,22098C,25,280.2900169,0.00036705,0.0,88457000.0,0,999,97.5462,32.3594,0.0003257,226.4948,133.6027,15.41153058,17539,0
DONGPO 06,53447,U,22098D,25,280.31676536,0.00050778,0.0,89843000.0,0,999,97.538,34.5726,0.0005303,165.0409,195.1,15.50139922,17562,0
JILIN-1 GAOFEN 03D43,53448,U,22098E,25,280.31945624,0.00037075,0.0,87326000.0,0,999,97.5439,32.3595,0.0004346,215.4091,144.6868,15.41838589,17541,0
DONGPO 05,53449,U,22098F,25,280.30135505,0.00041849,0.0,91954000.0,0,999,97.5372,32.2513,0.0003066,185.6231,174.4982,15.4389638,17546,0
DONGPO 03,53450,U,22098G,25,280.3152766,0.00049394,0.0,95989000.0,0,999,97.5449,34.4116,0.0002958,214.8757,145.2299,15.47463771,17554,0
DONGPO 04,53451,U,22098H,25,280.27319177,0.000516,0.0,91249000.0,0,999,97.5525,36.5849,0.0003015,210.0153,150.0925,15.50161666,17562,0
DONGPO 02,53452,U,22098J,25,280.31689469,0.00039184,0.0,88965000.0,0,999,97.5371,32.1123,0.0004065,165.2698,194.8668,15.42931134,17545,0
DONGPO 01,53453,U,22098K,25,280.27853656,0.00037747,0.0,87038000.0,0,999,97.5449,32.745,9.76e-05,165.7686,194.3588,15.42482848,17543,0
STARLINK-4415,53465,U,22099A,25,280.29390801,1.258e-05,0.0,10245000.0,0,999,97.605,40.0353,0.0001213,250.158,109.9514,15.01262598,17295,0
STARLINK-4398,53466,U,22099B,25,280.29414823,-4.653e-05,0.0,-35770000.0,0,999,97.6051,40.0309,8.31e-05,255.6473,104.4659,15.01291221,17296,0
STARLINK-4394,53467,U,22099C,25,280.28972118,0.00056031,0.0,4281800.0,0,999,97.6075,40.0851,2.54e-05,304.6604,55.4597,15.01708592,17296,0
STARLINK-4400,53468,U,22099D,25,280.33335648,0.00021375,0.0,1663600.0,0,999,97.6052,40.0703,0.00011,222.4749,9.3717,15.01261544,568,0
STARLINK-4399,53469,U,22099E,25,277.68622987,0.00078651,0.0,5950100.0,0,999,97.6079,37.4875,0.0001986,93.8543,266.2909,15.01957713,17257,0
STARLINK-4393,53470,U,22099F,25,280.28835909,1.183e-05,0.0,966600000.0,0,999,97.6061,40.0286,8.97e-05,94.9011,265.2316,15.01261873,17296,0
STARLINK-4316,53471,U,22099G,25,280.28280425,1.12e-05,0.0,917360000.0,0,999,97.6033,40.0318,0.0001911,90.5452,269.5991,15.01264069,17296,0
STARLINK-4447,53472,U,22099H,25,280.28465554,8.07e-06,0.0,673470000.0,0,999,97.6048,40.0311,9.56e-05,95.7043,264.429,15.01262921,17296,0
STARLINK-4383,53473,U,22099J,25,277.54433741,0.00137916,0.0,101590.0,0,999,97.604,37.3555,0.000196,95.8878,264.2571,15.02637714,17255,0
STARLINK-4445,53474,U,22099K,25,280.27194248,2.9e-06,0.0,271390000.0,0,999,97.6045,40.0186,0.000278,90.2532,269.9011,15.01263677,17296,0
STARLINK-4389,53475,U,22099L,25,280.27725083,4.77e-06,0.0,416910000.0,0,999,97.603,40.0262,0.0002003,87.8413,272.304,15.01265127,17366,0
STARLINK-4378,53476,U,22099M,25,280.28095433,7.85e-06,0.0,656520000.0,0,999,97.6013,40.04,0.0001841,90.1116,270.0319,15.01261722,17296,0
STARLINK-4412,53477,U,22099N,25,280.29205969,1.131e-05,0.0,925660000.0,0,999,97.6043,39.9908,0.0001602,252.1806,107.9243,15.01264487,17366,0
STARLINK-4433,53478,U,22099P,25,280.27354545,-1.006e-05,0.0,-738010000.0,0,999,97.6031,40.0329,0.0001964,90.9415,269.2035,15.01253836,17296,0
STARLINK-4436,53479,U,22099Q,25,280.31580171,4.07e-06,0.0,330890000.0,0,999,97.603,40.1117,0.0001259,86.3339,273.8031,15.04833096,17297,0
STARLINK-4442,53480,U,22099R,25,280.27540498,5.998e-05,0.0,47111000.0,0,999,97.6033,40.0251,0.00021,92.8657,267.2808,15.01261093,17296,0
STARLINK-4302,53481,U,22099S,25,280.26984525,2.04e-06,0.0,204440000.0,0,999,97.6039,40.0162,0.0002451,87.956,272.1945,15.0126404,17296,0
STARLINK-4360,53482,U,22099T,25,280.32538659,5.88e-06,0.0,503310000.0,0,999,97.6031,40.0934,0.0002492,85.1886,274.9623,15.01261578,17297,0
STARLINK-4426,53484,U,22099V,25,280.26799307,7.19e-06,0.0,605210000.0,0,999,97.6042,40.014,0.0002179,90.7579,269.3895,15.01263178,17296,0
STARLINK-4430,53485,U,22099W,25,280.32909409,4.34e-06,0.0,383550000.0,0,999,97.6044,40.072,0.0003009,89.8396,270.3174,15.01261035,17297,0
STARLINK-4431,53486,U,22099X,25,280.26614313,5.5e-07,0.0,8800300000.0,0,999,97.6043,40.0112,0.0002962,63.0254,297.1272,15.01262532,17296,0
STARLINK-4432,53487,U,22099Y,25,280.26415965,0.00126846,0.0,9318500.0,0,999,97.9595199718568,39.9963,0.0002228,75.83,284.3173,15.02802126,17296,1
STARLINK-4421,53488,U,22099Z,25,280.31387676,0.00049439,0.0,3442400.0,0,999,97.6035,40.0961,0.0001526,103.3277,256.812,15.05261124,17297,0
STARLINK-4392,53489,U,22099AA,25,280.33119071,5.88e-06,0.0,503140000.0,0,999,97.6039,40.0568,0.0003041,77.9385,282.218,15.01262301,17297,0
STARLINK-4387,53490,U,22099AB,25,280.32563231,5.23e-06,0.0,452370000.0,0,999,97.6038,40.0701,0.0001511,94.1595,265.9802,15.0126051,17296,0
STARLINK-4450,53491,U,22099AC,25,280.31634718,-0.00016029,0.0,-1244100.0,0,999,97.6019,40.0633,2.46e-05,226.7702,133.3502,15.01326522,17297,0
STARLINK-4451,53492,U,22099AD,25,280.32168395,1.66e-06,0.0,174390000.0,0,999,97.6031,40.0687,0.0001032,97.5017,262.6324,15.01260423,17297,0
STARLINK-4361,53493,U,22099AE,25,280.32056676,0.00489843,0.0,266190.0,0,999,97.6583,40.646,0.0001788,99.5037,260.6395,15.12436616,17299,0
STARLINK-4340,53494,U,22099AF,25,280.31078951,7.83e-06,0.0,596980000.0,0,999,97.6028,40.0776,0.0001066,71.2889,288.8453,15.04833964,17297,0
STARLINK-4429,53495,U,22099AG,25,280.31427208,-1.006e-05,0.0,-737860000.0,0,999,97.91855714975519,40.0522,0.0001269,227.4453,132.6665,15.01269101,17297,1
STARLINK-4465,53496,U,22099AH,25,280.29953086,0.00598051,0.0,3552500.0,0,999,97.6559,45.5061,0.0001124,58.1613,301.9761,15.76351462,17330,0
STARLINK-4453,53497,U,22099AJ,25,280.3105689,5.16e-06,0.0,447360000.0,0,999,97.6013,40.0465,0.0002906,216.6376,143.465,15.01260134,17297,0
STARLINK-4439,53498,U,22099AK,25,280.31081321,3.31e-06,0.0,303040000.0,0,999,97.6017,40.0593,0.0002491,213.7756,146.331,15.01260746,17297,0
STARLINK-4454,53499,U,22099AL,25,280.29466155,1.195e-05,0.0,869860000.0,0,999,97.6044,40.0682,0.000163,86.0597,274.0816,15.05653082,17297,0
STARLINK-4455,53500,U,22099AM,25,280.28358636,1.505e-05,0.0,10848000.0,0,999,97.6037,40.0889,0.0001889,84.8101,275.3341,15.05664352,17297,0
STARLINK-4434,53501,U,22099AN,25,280.30318882,-1.798e-05,0.0,-13552000.0,0,999,97.603,40.0427,8.2e-05,203.3342,156.7845,15.01243377,17297,0
STARLINK-4435,53502,U,22099AP,25,280.30872051,1.41e-06,0.0,155470000.0,0,999,97.6021,40.0441,0.0002607,202.8011,157.3098,15.0125999,17297,0
STARLINK-4461,53503,U,22099AQ,25,280.2884122,0.00145575,0.0,76298000.0,0,999,97.6551,46.1263,0.0001297,8.727,351.402,15.80381713,17334,0
STARLINK-4448,53504,U,22099AR,25,280.30686997,3.42e-06,0.0,311710000.0,0,999,97.6016,40.0409,0.0002468,183.8247,176.2959,15.01261198,17297,0
STARLINK-4446,53505,U,22099AS,25,280.29946429,1.311e-05,0.0,10657000.0,0,999,97.6035,40.0361,5.39e-05,263.7134,96.4029,15.01263469,17297,0
STARLINK-4437,53506,U,22099AT,25,280.30502156,3.339e-05,0.0,26438000.0,0,999,97.6029,40.0315,0.0002446,160.8517,199.28,15.01259986,17297,0
STARLINK-4443,53508,U,22099AV,25,280.29697577,0.00123453,0.0,8804700.0,0,999,97.604,40.0397,8.02e-05,68.351,291.7801,15.03940432,17297,0
STARLINK-4402,53509,U,22099AW,25,280.29575923,1.91e-05,0.0,15325000.0,0,999,97.6049,40.0343,9.87e-05,260.0109,100.1004,15.01257006,17297,0
YAOGAN-35 04A,53522,U,22100A,25,280.22351434,0.0001813,0.0,74425000.0,0,999,35.0079,202.4697,0.0009443,126.1774,233.9815,15.23322179,17467,0
YAOGAN-35 04B,53524,U,22100C,25,280.24014475,0.00014635,0.0,52101000.0,0,999,35.15918574797834,200.081,0.0005377,153.3116,206.7878,15.28102682,6641,1
YAOGAN-35 04C,53526,U,22100E,25,280.27079263,0.00011007,0.0,54192000.0,0,999,34.9956,218.5927,0.0011544,296.9012,63.0521,15.17160357,17446,0
STARLINK-4511,53527,U,22101A,25,280.24511499,0.00243407,0.0,2691500.0,0,999,53.2052,355.8547,0.0003464,30.6659,329.4558,15.61716858,17366,0
STARLINK-4503,53528,U,22101B,25,280.03633099,1.9e-07,0.0,192780000.0,0,999,53.2166,43.8951,0.0002176,84.3767,275.7474,15.08859315,17296,0
STARLINK-4478,53529,U,22101C,25,279.76401788,1.92e-06,0.0,301490000.0,0,999,53.2172,45.1269,0.0001198,88.5068,271.6062,15.08843878,17292,0
STARLINK-4482,53530,U,22101D,25,280.30869017,6.07e-06,0.0,562010000.0,0,999,53.2165,42.8956,0.0001305,78.524,281.5899,15.08836826,17300,0
STARLINK-4487,53531,U,22101E,25,280.29026165,2.793e-05,0.0,19347000.0,0,999,53.216,42.7536,0.0001465,87.7406,272.3754,15.08841762,17300,0
STARLINK-4483,53532,U,22101F,25,279.72722126,-8.1e-07,0.0,130200000.0,0,999,53.2156,45.285,0.0001401,83.8041,276.3111,15.08840433,17292,0
STARLINK-4493,53533,U,22101G,25,280.31970055,3.39e-06,0.0,394090000.0,0,999,53.2172,42.6163,0.0001445,90.8649,269.2509,15.08843171,17301,0
STARLINK-4138,53535,U,22101J,25,279.65362179,-2.37e-06,0.0,3171600000.0,0,999,53.2179,45.6161,0.0001154,96.5824,263.53,15.08839835,17291,0
STARLINK-4053,53536,U,22101K,25,280.02624398,-3.395e-05,0.0,-19545000.0,0,999,53.2181,33.8663,0.0001676,84.6949,275.4234,15.08815214,17310,0
STARLINK-4120,53537,U,22101L,25,280.31697712,7.26e-06,0.0,637290000.0,0,999,53.2195,42.6101,0.0001365,97.8199,262.2948,15.08839045,17301,0
STARLINK-4118,53538,U,22101M,25,280.29486065,2.539e-05,0.0,17759000.0,0,999,53.2176,32.739,0.0001852,92.4494,267.6711,15.08839803,17383,0
STARLINK-4123,53539,U,22101N,25,280.04738771,1.153e-05,0.0,905100000.0,0,999,53.2191,43.8483,0.000115,90.6245,269.4879,15.08837473,17297,0
STARLINK-4486,53540,U,22101P,25,280.32529852,6.53e-06,0.0,591350000.0,0,999,53.2173,32.9573,0.0001429,93.7628,266.3527,15.08841452,17383,0
STARLINK-4485,53541,U,22101Q,25,280.30498102,5.09e-06,0.0,500430000.0,0,999,53.2174,42.6906,0.0001265,86.9296,273.1841,15.08835056,17370,0
STARLINK-4489,53542,U,22101R,25,279.62142125,9.35e-06,0.0,768510000.0,0,999,53.2175,35.7602,0.0001261,87.3841,272.7296,15.08841411,17373,0
STARLINK-4297,53543,U,22101S,25,280.29854873,2.87e-06,0.0,361330000.0,0,999,53.2177,32.7871,0.00014,90.1475,269.9678,15.08838781,17383,0
STARLINK-4303,53544,U,22101T,25,279.74653804,-5.7e-07,0.0,145160000.0,0,999,53.2158,35.1973,0.0001196,87.9233,272.1896,15.08843096,17373,0
STARLINK-4475,53545,U,22101U,25,280.28750604,-1.376e-05,0.0,-683600000.0,0,999,53.2175,32.7698,0.0001689,71.9878,288.1298,15.08842961,17383,0
STARLINK-4477,53546,U,22101V,25,280.02708492,-7.59e-06,0.0,-296140000.0,0,999,53.2189,23.4692,0.0001484,87.8081,272.3081,15.08846113,17325,0
STARLINK-4474,53547,U,22101W,25,280.28014668,0.00011469,0.0,73858000.0,0,999,53.216,32.8027,0.0001463,104.1589,255.9566,15.08786203,17381,0
STARLINK-4513,53548,U,22101X,25,280.33166361,-1.55e-06,0.0,8342800000.0,0,999,53.216,32.5705,0.0001725,87.4858,272.6332,15.08851137,17315,0
STARLINK-4518,53550,U,22101Z,25,280.32797217,-6.082e-05,0.0,-36404000.0,0,999,53.2182,32.5877,0.0001376,81.9716,278.1432,15.08873012,17381,0
STARLINK-4514,53551,U,22101AA,25,280.33534479,2.226e-05,0.0,15791000.0,0,999,53.2182,32.5535,0.0001387,93.681,266.4341,15.08843264,17381,0
STARLINK-4495,53552,U,22101AB,25,280.05565949,-2.85e-06,0.0,16954000000.0,0,999,53.37124485851197,33.8098,0.0001431,86.5288,273.5868,15.08841016,17376,1
STARLINK-4501,53553,U,22101AC,25,280.31324795,6.27e-06,0.0,575030000.0,0,999,53.2171,32.5266,0.0001477,90.406,269.7102,15.08841953,17381,0
STARLINK-4506,53554,U,22101AD,25,280.04926019,-1.17e-06,0.0,107560000.0,0,999,53.2178,33.847,0.0001487,87.8596,272.2567,15.08847931,17311,0
STARLINK-4504,53555,U,22101AE,25,280.05934432,-2.313e-05,0.0,-12727000.0,0,999,53.2236,33.7928,0.0001306,100.195,259.9189,15.08848311,17377,0
STARLINK-4505,53556,U,22101AF,25,280.30590259,1.039e-05,0.0,833860000.0,0,999,53.217,32.6889,0.000149,91.3579,268.7584,15.08842311,17315,0
STARLINK-4502,53557,U,22101AG,25,280.05198243,5.79e-06,0.0,544540000.0,0,999,53.2172,33.8271,0.0001183,83.4335,276.6792,15.090831443042479,17376,1
STARLINK-4494,53558,U,22101AH,25,280.30816697,-9.41e-06,0.0,-410900000.0,0,999,53.2211,27.3962,8.64e-05,90.5303,269.5788,15.08832506,17388,0
STARLINK-4508,53559,U,22101AJ,25,280.3096001,-2.02e-06,0.0,5441400000.0,0,999,53.2154,32.6712,0.0001934,98.8522,261.269,15.08839302,17315,0
STARLINK-4564,53560,U,22101AK,25,280.28476435,2.07e-05,0.0,14808000.0,0,999,53.2165,22.9673,0.0001363,83.3651,276.7497,15.08841264,17328,0
STARLINK-4563,53561,U,22101AL,25,280.16974994,-1.355e-05,0.0,-671030000.0,0,999,53.2115,33.2992,0.0001951,80.1094,280.0118,15.08819377,17313,0
STARLINK-4565,53562,U,22101AM,25,280.28108206,8.6e-06,0.0,721020000.0,0,999,53.218,22.9446,0.0001432,86.8035,273.3121,15.08837286,17394,0
STARLINK-4561,53563,U,22101AN,25,280.28844878,4.57e-06,0.0,468230000.0,0,999,53.215,22.9901,0.0001392,86.0779,274.0372,15.092552652810124,17328,1
STARLINK-4577,53564,U,22101AP,25,280.27371193,3.834e-05,0.0,25899000.0,0,999,53.2177,22.8963,0.0001628,109.5027,250.6141,15.08823738,17328,0
STARLINK-4575,53565,U,22101AQ,25,280.28203749,1.041e-05,0.0,834440000.0,0,999,53.2185,22.9499,0.0001247,84.3847,275.7288,15.08844444,17394,0
STARLINK-4576,53566,U,22101AR,25,280.00138275,1.672e-05,0.0,12314000.0,0,999,53.2211,24.0433,0.0001682,93.08,267.0384,15.08842954,17393,0
STARLINK-4585,53567,U,22101AS,25,280.27743269,3.336e-05,0.0,22799000.0,0,999,53.2227,22.9207,0.0001308,94.6198,265.4943,15.08769387,17328,0
STARLINK-4583,53568,U,22101AT,25,279.99031791,-5.653e-05,0.0,-33726000.0,0,999,53.2157,23.9705,0.0001204,86.5813,273.5317,15.08854468,17393,0
STARLINK-4582,53569,U,22101AU,25,280.00506729,2.214e-05,0.0,15717000.0,0,999,53.218,24.0675,0.0001404,91.5312,268.5841,15.08830523,17391,0
STARLINK-4550,53570,U,22101AV,25,279.99401443,1.205e-05,0.0,937930000.0,0,999,53.2194,23.9967,0.0001264,93.0418,267.0719,15.08834272,17393,0
STARLINK-4584,53571,U,22101AW,25,279.99769489,4.24e-06,0.0,447050000.0,0,999,53.2176,24.0181,0.000125,88.7898,271.3238,15.08839864,17393,0
STARLINK-4555,53572,U,22101AX,25,280.30310166,-3.254e-05,0.0,-18644000.0,0,999,53.2178,22.3744,0.0001471,99.9377,260.1781,15.08836126,17329,0
STARLINK-4547,53573,U,22101AY,25,279.87667869,0.01205178,0.0,7799000.0,0,999,53.2164,17.6242,0.0001511,40.2254,319.8878,15.73009702,17332,0
STARLINK-4559,53574,U,22101AZ,25,280.30679034,2.48e-05,0.0,17393000.0,0,999,53.2183,22.3958,0.0001381,87.3377,272.7774,15.08829826,17329,0
STARLINK-4551,53575,U,22101BA,25,280.31415682,-4.1e-07,0.0,155070000.0,0,999,53.2185,22.4397,0.0001272,98.0619,262.0517,15.08838734,17398,0
STARLINK-4581,53576,U,22101BB,25,280.31512115,5.76e-06,0.0,542960000.0,0,999,53.2186,22.4442,0.0001459,105.1526,254.9628,15.08837546,17411,0
STARLINK-4553,53577,U,22101BC,25,280.31047092,3.3e-06,0.0,388450000.0,0,999,53.2187,22.4172,0.0001476,106.9365,253.179,15.08839498,17411,0
STARLINK-4556,53578,U,22101BD,25,280.29942112,-4.4e-06,0.0,-9595300000.0,0,999,53.2163,22.3477,0.0001086,94.429,265.6826,15.08829533,17329,0
STARLINK-4580,53579,U,22101BE,25,280.29573026,-1.1e-06,0.0,1011854945.9599837,0,999,53.217,22.3268,0.000128,76.7807,283.3328,15.08842745,17329,1
CHUANGXIN 16A (CX-16A),53586,U,22102A,25,278.46465944,3.566e-05,0.0,23706000.0,0,999,28.9953,191.7264,0.0004888,203.2762,156.7616,15.04598974,17110,0
BEIJING-3B,53587,U,22103A,25,280.31955925,2.213e-05,0.0,24973000.0,0,999,97.8266,356.7514,0.0028075,154.4932,205.7676,14.87291785,16950,0
STARLINK-4691,53588,U,22104A,25,280.09433655,6.33e-06,0.0,578380000.0,0,999,53.2163,213.886,0.0001266,90.6116,269.5021,15.08835137,17290,0
STARLINK-4673,53589,U,22104B,25,280.20839396,5.851e-05,0.0,38530000.0,0,999,53.2159,213.1756,0.0001431,95.3779,264.7377,15.08850733,17277,0
STARLINK-4689,53590,U,22104C,25,280.0906503,1.155e-05,0.0,906710000.0,0,999,53.2165,213.8611,0.0001417,92.6305,267.485,15.08840515,17277,0
STARLINK-4674,53591,U,22104D,25,280.21944208,1.294e-05,0.0,993520000.0,0,999,53.2156,213.2449,0.0001525,92.4522,267.6645,15.08845571,17279,0
STARLINK-4672,53592,U,22104E,25,280.21671988,-2.46e-06,0.0,2663600000.0,0,999,53.218,213.2296,0.0001546,83.1692,276.9477,15.08832679,17277,0
STARLINK-4681,53594,U,22104G,25,280.20102385,-1.332e-05,0.0,-656170000.0,0,999,53.2184,213.1316,0.0001261,82.2081,277.9055,15.08841746,17291,0
STARLINK-4684,53595,U,22104H,25,280.13846071,2.156e-05,0.0,15345000.0,0,999,53.2175,213.4525,0.0001467,87.4203,272.6957,15.08846861,17276,0
STARLINK-4676,53598,U,22104L,25,280.11267395,-2.2e-06,0.0,4272700000.0,0,999,53.2171,213.2911,0.0001387,86.1145,274.0006,15.08834707,17243,0
STARLINK-4677,53600,U,22104N,25,280.11003084,7.21e-06,0.0,634050000.0,0,999,53.2177,213.9682,0.0001357,94.8161,265.2987,15.08836,17242,0
STARLINK-4675,53601,U,22104P,25,280.1237281,1.527e-05,0.0,11399000.0,0,999,53.2178,213.3613,0.0001319,95.1474,264.9669,15.08838786,17243,0
STARLINK-4648,53602,U,22104Q,25,280.06347909,9.35e-06,0.0,768620000.0,0,999,53.2175,208.7185,0.0001534,85.6851,274.4316,15.0883916,17249,0
STARLINK-4692,53603,U,22104R,25,280.21806248,3.066e-05,0.0,21060000.0,0,999,53.2158,208.2544,0.0001584,89.4607,270.6567,15.08847115,17251,0
STARLINK-4690,53604,U,22104S,25,280.18858926,1.83e-05,0.0,13302000.0,0,999,53.2177,208.0724,0.0001357,83.785,276.3296,15.08840062,17251,0
STARLINK-4693,53605,U,22104T,25,280.11636082,1.149e-05,0.0,903050000.0,0,999,53.2193,213.3169,0.0001375,103.5893,256.5253,15.08833997,17243,0
STARLINK-4590,53606,U,22104U,25,280.08051858,-3.7e-07,0.0,157580000.0,0,999,53.2147,203.8078,0.0001081,92.9744,267.1372,15.08835952,17244,0
STARLINK-4591,53607,U,22104V,25,280.20700173,1.28e-05,0.0,984960000.0,0,999,53.216,208.1849,0.0001564,90.9653,269.1518,15.08852172,17251,0
STARLINK-4647,53608,U,22104W,25,280.08788638,6.01e-06,0.0,558360000.0,0,999,53.2166,203.8592,0.0001273,88.0279,272.0859,15.08839932,17244,0
STARLINK-4660,53609,U,22104X,25,280.24008987,9.9e-06,0.0,802610000.0,0,999,53.2173,207.6835,0.0001337,89.4997,270.6148,15.08836727,17252,0
STARLINK-4610,53610,U,22104Y,25,280.21395662,1.043e-05,0.0,836380000.0,0,999,53.2169,203.2224,0.00039885471386401247,91.1858,268.9303,15.08841148,17246,1
STARLINK-4658,53612,U,22104AA,25,280.0768315,9.3e-07,0.0,239550000.0,0,999,53.2176,203.7914,0.0001364,91.864,268.2509,15.08840849,17244,0
STARLINK-4655,53613,U,22104AB,25,280.08420563,7.007e-05,0.0,45780000.0,0,999,53.2167,203.834,0.000142,95.1941,264.9213,15.08845684,17244,0
STARLINK-4605,53616,U,22104AE,25,280.14029201,1.395e-05,0.0,10573000.0,0,999,53.2177,193.3053,0.0001417,83.7092,276.4061,15.08838636,17270,0
STARLINK-4609,53619,U,22104AH,25,280.20193182,-2.025e-05,0.0,-10907000.0,0,999,53.2167,203.1489,0.0001428,92.7722,267.3434,15.08863877,17246,0
STARLINK-4615,53620,U,22104AJ,25,280.18719749,1.951e-05,0.0,14062000.0,0,999,53.2172,203.058,0.0001659,85.3402,274.778,15.08848547,17257,0
STARLINK-4608,53621,U,22104AK,25,280.19825554,9.69e-06,0.0,789360000.0,0,999,53.2157,203.1265,0.0001345,93.964,266.1506,15.08846573,17246,0
STARLINK-4568,53622,U,22104AL,25,280.16510648,2.02e-06,0.0,307540000.0,0,999,53.2181,202.926,0.0001297,98.0061,262.1079,15.08833999,17257,0
STARLINK-4573,53623,U,22104AM,25,280.19088414,1.417e-05,0.0,10706000.0,0,999,53.2162,203.0804,0.0001314,87.2496,272.8647,15.08842998,17257,0
STARLINK-4596,53624,U,22104AN,25,280.17983544,-8.73e-06,0.0,-367510000.0,0,999,53.216,203.0137,0.0001263,75.8658,284.2474,15.08845444,17257,0
STARLINK-4554,53626,U,22104AQ,25,280.16877388,-4.315e-05,0.0,-25319000.0,0,999,53.2176,202.9439,0.0001654,67.0982,293.0185,15.08833619,17258,0
STARLINK-4595,53627,U,22104AR,25,280.17614875,1.247e-05,0.0,964220000.0,0,999,53.217,202.9897,0.0001293,98.1718,261.9421,15.08847251,17258,0
STARLINK-4600,53628,U,22104AS,25,280.09516876,3.105e-05,0.0,21308000.0,0,999,53.2171,203.1979,0.0001371,97.1809,262.9339,15.08845003,17257,0
STARLINK-4602,53629,U,22104AT,25,280.17246561,6.903e-05,0.0,45130000.0,0,999,53.2167,202.9678,0.0001399,89.1709,270.9444,15.08846761,17258,0
STARLINK-4598,53630,U,22104AU,25,280.20751257,1.085e-05,0.0,862570000.0,0,999,53.2181,193.2015,0.0001301,86.5888,273.5253,15.08838385,17289,0
STARLINK-4599,53631,U,22104AV,25,280.15772605,-6.96e-06,0.0,-256240000.0,0,999,53.2171,202.875,0.0001333,89.6688,270.4457,15.08845659,17258,0
STARLINK-4606,53632,U,22104AW,25,280.06670552,6.61e-06,0.0,596340000.0,0,999,53.215,193.7446,0.0001383,85.756,274.359,15.08842605,17303,0
STARLINK-4593,53633,U,22104AX,25,280.13662351,1.231e-05,0.0,954100000.0,0,999,53.2178,193.4714,0.0001462,87.3076,272.8084,15.08846502,17271,0
STARLINK-4592,53634,U,22104AY,25,280.05933113,2.187e-05,0.0,15547000.0,0,999,53.2164,193.7004,0.0001325,84.1048,276.0095,15.08841956,17303,0
STARLINK-4587,53635,U,22104AZ,25,280.06302415,-1.745e-05,0.0,-915720000.0,0,999,53.2155,193.7222,0.0001662,87.5482,272.57,15.08828004,17303,0
STARLINK-4586,53636,U,22104BA,25,280.25069869,0.00024294,0.0,1537000.0,0,999,53.2163,192.7628,0.0001228,79.3107,280.8024,15.08894491,17306,0
STARLINK-4396,53637,U,22104BB,25,280.01984147,1.432e-05,0.0,10803000.0,0,999,53.2178,194.1571,0.0001617,103.0423,257.075,15.08844488,17302,0
STARLINK-4594,53638,U,22104BC,25,280.16601724,1.164e-05,0.0,8938537380.579195,0,999,53.2174,192.9496,0.0001547,91.9205,268.1965,15.08841989,17305,1
STARLINK-4422,53639,U,22104BD,25,280.04827775,3.58e-06,0.0,405560000.0,0,999,53.2165,193.6334,0.000125,86.9783,273.1352,15.08839066,17286,0
STARLINK-4597,53640,U,22104BE,25,280.17702149,6.452e-05,0.0,42249000.0,0,999,53.54959642631581,193.0137,9.68e-05,91.9725,268.1378,15.08891267,17305,1
STARLINK-4588,53641,U,22104BF,25,280.05564717,-5.15e-06,0.0,-142550000.0,0,999,53.2166,193.673,0.0001423,92.226,267.8895,15.08841363,17303,0
STARLINK-4622,53648,U,22105A,25,280.21122059,-6.254e-05,0.0,-48237000.0,0,999,97.603,159.9603,0.0003087,69.7636,290.392,15.01288532,17021,0
STARLINK-4386,53649,U,22105B,25,280.25769921,2.33e-06,0.0,208010000.0,0,999,97.6016,160.047,0.0002119,89.0467,271.1002,15.04829201,17021,0
STARLINK-4380,53650,U,22105C,25,280.20751542,3.42e-06,0.0,311290000.0,0,999,97.6009,159.9563,0.0003615,60.8324,299.3261,15.0126313,17020,0
STARLINK-4388,53651,U,22105D,25,279.93670016,0.00124657,0.0,9139600.0,0,999,97.6018,159.6962,0.0002226,82.6895,277.4583,15.0288916,17016,0
STARLINK-4374,53652,U,22105E,25,280.20381106,2.57e-06,0.0,245760000.0,0,999,97.6002,159.9509,0.0003437,53.6024,306.5517,15.01263798,17020,0
